title,create_time,link,content,source,funding_round
工信部要求电信企业向用户按月推送账单信息,2018-07-11 09:04:43,http://www.xinhuanet.com/fortune/2018-07/11/c_1123108363.htm,针对社会反映的手机不明扣费等问题，工信部要求基础电信企业下月起以短信方式按月向用户主动推送通信账单信息。工信部将组织开展综合整治骚扰电话专项行动，严控骚扰电话传播渠道，加强预警、监测、识别和拦截。（新华社）,新华社,未透露
北京拟推出网贷白名单，已验收平台有望首批进入,2018-07-10 19:08:18,http://stock.hexun.com/2018-07-10/193416783.html,据接近北京市监管部门的人士，在网贷备案确定推迟1-2年的情况下，北京市拟推出一个网贷平台的白名单，几家已经通过网贷备案前期验收的企业可能会首批进入该白名单。（和讯网）,和讯网,未透露
广电总局：坚决遏制偶像养成类、选秀类节目过度娱乐化,2018-07-10 18:02:22,https://mp.weixin.qq.com/s/woO1P7Ci3VsZ27VJuODTkQ,36氪讯，国家广播电视总局办公厅今日发布《关于做好暑期网络视听节目播出工作的通知》，对暑期相关网络视听节目播出作出几项安排：一是制作传播正能量鲜明的青少年节目；二要保护青少年身心健康，严把节目导向关、内容关。,36Kr,未透露
上海提出“扩大开放100条”行动方案，争取外资新能源汽车项目落地,2018-07-10 13:06:42,https://www.jfdaily.com/news/detail?id=95866,方案提出，将建上海自贸试验区版权服务中心；鼓励外资投资先进制造业，争取外资新能源汽车项目落地；进一步放宽服务业市场准入，加快实施汽车、飞机、船舶产业对外开放，创新发展高端绿色进口再制造和全球维修业务。（上观新闻）,上观新闻,未透露
中德签署自动网联驾驶领域合作联合意向声明,2018-07-10 09:35:22,,当地时间7月9日，工信部部长苗圩与德国联邦经济和能源部、联邦交通和数字基础设施部代表共同签署《关于自动网联驾驶领域合作的联合意向声明》。两国将合作推动国际统一标准的制定及应用、促进相关技术要求统一、促进两国企业在智能网联汽车及基础设施数据共享等，共同推动两国智能网联汽车发展。（证券时报）,证券时报,未透露
央行潘功胜强调禁止ICO及数字货币交易活动,2018-07-09 19:59:43,https://www.yicai.com/news/5437740.html,中国央行副行长潘功胜表示，ICO以及各类变相的ICO，比特币等数字货币交易活动，以及互联网外汇交易平台，涉及非法集资和非法发行证券，“是不让干的”。他继续强调，目前部分机构在中国国内受到打击之后，跑到国外，未经中国政府许可，仍然对中国的居民开展业务，这也是明确为非法并禁止的。（第一财经）,第一财经,未透露
互联网金融风险专项整治下一阶段方案出炉,2018-07-09 19:49:33,https://www.yicai.com/news/5437740.html,据一财报道，根据方案，首先明确了时间节点，P2P网络借贷和网络小贷领域清理整顿完成时间，延长至2019年6月，其他各领域重点机构应于2018年6月底前，将存量的违规业务化解至零。,36Kr,未透露
世界首座浮动城市将在2022年建成,2018-07-09 16:09:58,http://www.techweb.com.cn/world/2018-07-09/2683941.shtml,据国外媒体报道，2022年世界上首座浮动城市将在南太平洋建成。这座城市的赞助者表示，它将拥有自己的政府和加密货币。在2017年与法属波利尼西亚政府签署协议后，建造者明年开始建造这座孤立乌托邦式的城市。这座浮动城镇是海上家园研究所的构想。（Techweb）,Techweb,未透露
央行：再用1到2年时间完成互联网金融风险专项整治,2018-07-09 16:09:47,http://www.pbc.gov.cn/goutongjiaoliu/113456/113469/3573837/index.html,36氪讯，央行会同相关成员单位召开互联网金融风险专项整治下一阶段工作部署动员会。央行副行长潘功胜指出，按照打好防范化解重大风险攻坚战总体安排，再用1到2年时间完成互联网金融风险专项整治，化解存量风险，消除风险隐患，同时初步建立适应互联网金融特点的监管制度体系。,36Kr,未透露
明年起全国高铁或将实现刷证进站，无需换取纸质车票,2018-07-09 15:30:29,http://www.jwview.com/jingwei/html/07-08/167752.shtml,中国铁路总公司党组书记、总经理陆东福在“智能高铁发展暨京津城际铁路开通十周年论坛”上宣布，电子客票将于明年在全国推广。届时，在部分试点线路上，乘客或可实现“刷手机”、“刷身份证”直接进站乘车，无需换取纸质车票。（中新经纬）,中新经纬,未透露
法国财政部长：最迟在2019年初对数字巨头征税,2018-07-09 11:43:54,https://tech.sina.com.cn/it/2018-07-09/doc-ihezpzwt9164962.shtml,法国财政部长勒梅尔表示，欧盟将克服谷歌和苹果等数字巨头带来的税收差异，这些公司过去在不少欧洲国家以最低税率获得巨额利润。他表示：“我们将在2018年末或最迟在2019年初对数字巨头征税，因为这不仅关于公平更关乎主权。”（新浪）,36Kr,未透露
李小加回应新经济股价表现：监管者不关心这个问题,2018-07-09 10:23:26,,关于“新经济股是过高还是过低”，港交所总裁李小加回答称这是仁者见仁智者见智，作为一个交易所，一个监管者，不关心这个问题。“对于交易所来说只要买卖都来，我们不关心太多他们之间的上上下下。因为监管者不能左右这一个市场，并不能管理这一个市场，要敬畏这个市场。”（彭博）,36Kr,未透露
传明年新能源汽车补贴再减三成，中汽协：未收到通知,2018-07-08 17:47:50,http://www.nbd.com.cn/articles/2018-07-08/1232858.html,7月6日，有外媒报道，“明年中国电动汽车的财政补贴将在2018年的基础上再减三成”。对此，多方均表示没收到此通知。全国乘用车市场信息联席会秘书长崔东树称，“他不了解这一信息，但上述知情人透露的‘明年电动汽车补贴标准下降以及针对车辆的续驶里程提高补贴’，均属合理范围。”（每日经济新闻）,36Kr,未透露
证监会修改相关账户管理制度，外国投资者参与A股交易范围进一步放开,2018-07-08 17:33:58,http://www.csrc.gov.cn/pub/newsite/zjhxwfb/xwdd/201807/t20180708_340913.html,36氪讯，证监会会同有关部门上报了《关于进一步放开外国人A股证券账户开立政策的请示》，已获国务院原则同意。证监会7月8日就《证券登记结算管理办法》《上市公司股权激励管理办法》等相关规定的修改草案公开征求意见。,36Kr,未透露
银行理财等3套监管细则雏形已定，出台时间未定,2018-07-08 13:03:07,http://finance.sina.com.cn/money/lczx/2018-07-08/doc-ihezpzwt4245306.shtml,从多个独立信源获悉，银保监会正着手起草三套独立的资管新规配套细则，分别针对商业银行理财、银行资管子公司和结构性存款，具体出台时间尚不明确。一名国有商业银行资管部人士透露，“三个单独的细则应该都有雏形了。”（新浪）,36Kr,未透露
王军：理财新规延期发布是正确选择,2018-07-08 12:24:18,,中原银行首席经济学家王军在2018年中国财富论坛上表示，理财新规延期发布是正确选择。近期国内市场风雨飘摇，在这种情况再叠加过强过严的监管会引发不大不小的危机。监管要把握好度，避免简单粗暴，防范风险的升级。此前财新网报道称，理财新规本有望于6月末7月初推出，监管部门考虑到市场情绪，发布还会观望一段时间。（财联社）,财联社,未透露
印度最高法院宣布维持加密货币禁令：成非法产业,2018-07-08 10:05:18,https://tech.sina.com.cn/i/2018-07-08/doc-ihezpzwt3360869.shtml,本周，印度最高法院拒绝推翻印度央行此前的决定。这项决定要求商业银行不得交易加密货币，导致加密货币产业在印度成为非法。由印度首席大法官迪帕克·米斯拉牵头的小组表示，印度储备银行关于禁止商业银行、金融机构和其他受监管机构提供任何与虚拟货币相关服务的指令将继续执行。（新浪）,新浪,未透露
受近期市场波动等影响，理财新规可能将延期发布,2018-07-08 10:04:21,http://weekly.caixin.com/2018-07-06/101294487.html,据财新网报道称，理财新规已于2018年6月22日在小范围内征求完意见，本有望于6月末7月初推出；但国内外市场环境变化太快，股市、债市、汇市均有大幅波动，监管部门考虑到市场情绪，还会观望一段时间。另外各部委对理财新规提出了一些修订意见，因此还需要再修订、再上报，从博弈到最终出台，相关流程也还有一段时间。,36Kr,未透露
国家医保局：将开展专项招标采购，加快抗癌药降价,2018-07-08 09:09:42,http://www.egsea.com/index.php?app=Company&mod=Info&act=news&id=262941,从国家医疗保障局了解到，对于目录内的抗癌药，下一步将开展专项招标采购，在充分考虑降税影响的基础上，通过市场竞争实现价格下降。对于医保目录外的抗癌药，国家医保局将开展准入谈判，与企业协商确定合理的价格后纳入目录范围，有效平衡患者临床需求、企业合理利润和基金承受能力。（央视新闻）,央视新闻,未透露
文化和旅游部：紧急排查，下架不合格自助游产品,2018-07-07 16:45:58,http://www.mcprc.gov.cn/whzx/whyw/201807/t20180707_833696.htm,36氪讯，文化和旅游部印发关于进一步加强出境自助游相关工作的紧急通知，要求在线旅游企业和平台、旅行社开展紧急排查，下架一批不合格自助游产品。在线旅游企业和平台需完善出境自助游应急机制，及时进行风险提示。,36Kr,未透露
黄益平：中国金融科技鱼龙混杂的时代已过去，即将走向分化,2018-07-07 12:06:35,https://finance.qq.com/a/20180707/013492.htm,北京大学数字金融研究中心主任黄益平判断，中国的金融科技企业要持牌经营，接受监管，最后出现很大的分化：技术与金融形成新的合作与分工，擅长做技术的让他做技术，擅长做金融的让他做金融，既擅长技术又擅长金融的，要当做金融机构来监管。（腾讯）,腾讯,未透露
中国首个护理服务业改革发展指导意见出台,2018-07-06 21:39:09,http://www.chinanews.com/gn/2018/07-06/8558964.shtml,中国国家卫生健康委员会、国家发改委、教育部等11个部门6日联合印发《关于促进护理服务业改革与发展的指导意见》。这是国家层面对护理服务业改革与发展所作的首个顶层设计。引导和鼓励社会力量以多种形式投入护理服务业领域，扩大护理服务供给，有效提高服务质量和效率是《意见》制定的基本原则之一。（中新社）,中新社,未透露
国资委：加快推进中央企业IPv6部署应用工作,2018-07-06 20:10:19,"http://news.cnstock.com/news,bwkx-201807-4243283.htm",国资委今日召开中央企业IPv6规模部署应用工作推进视频会议。国资委秘书长阎晓峰在会上强调，中央企业要充分认识肩负的责任和使命，坚决贯彻落实党中央、国务院有关工作部署，要在落实《推进互联网协议第六版（IPv6）规模部署行动计划》和国家网络强国战略中发挥骨干和引领作用。（中国证券网）,中国证券网,未透露
中国药品审评审批用时进一步压缩,2018-07-06 19:57:57,http://www.xinhuanet.com/fortune/2018-07/06/c_1123090440.htm,从全国药品监管工作座谈会上获悉，中国药品审评审批用时进一步压缩，待审评的药品注册申请已由2015年高峰时的2.2万件降至3200件以内。创新药物和医疗器械审评审批进一步加快，截至今年6月底，共对29批597件药品注册申请进行优先审评审批，审核批准了39个创新医疗器械和4个优先审批医疗器械产品。（新华社）,新华社,未透露
中央深改委会议要求完善促进消费体制机制,2018-07-06 19:10:37,,中央深改委会议要求完善促进消费体制机制，增强消费对促进经济发展的基础性作用。（CCTV）,CCTV,未透露
上海市网信办责令“第一弹”关闭问题版区7天,2018-07-06 18:47:57,https://mp.weixin.qq.com/s/mXj1XbeHufGnqXR6tvaQ_A,36氪讯，根据网民举报，上海市网信办核查发现“第一弹”网站存在宣扬法西斯主义、德国纳粹等内容及衣着暴露、性暗示等低俗庸俗内容，违背社会主流价值观，对网上舆论生态造成恶劣影响。网信办责令“第一弹”进行全面整改，从2018年7月6日20:00起，关闭网站及手机客户端4个问题严重版区7天，彻底自查自清存量违法违规信息和低俗不良内容，杜绝类似情况再次发生。,36Kr,未透露
中欧所发布D股上市协议通用条款,2018-07-06 18:44:08,"http://news.cnstock.com/news,bwkx-201807-4243226.htm",《通用条款》主要规定了发行人上市资格条件、上市后持续义务，以及中欧所在推动D股市场建设方面所提供的服务。在发行人上市资格条件方面，发行人应依据《中华人民共和国公司法》设立，其股票应获得法兰克福证券交易所欧盟监管市场高级标准准入。（中证网）,中证网,未透露
证监会发布修改后的并购重组委工作规程,2018-07-06 17:56:09,http://www.csrc.gov.cn/pub/newsite/zjhxwfb/xwdd/201807/t20180706_340831.html,36氪讯，证监会此次修改《并购重组委工作规程》主要涉及八个方面的内容，包括建立专项监察机制、适度扩大委员会规模、调短委员任职期限等。为满足审核需求，保证审核工作正常有序开展，委员总人数由35名增加至40名，内部委员不超过11名。将委员每届任期2年改为每届任期1年，连续任期最长不超过2届。,36Kr,未透露
央行屏蔽“出海”虚拟货币交易平台：110个网站（火币网、币安网等）已被屏蔽,2018-07-06 16:12:07,,中钞区块链技术研究院院长张一锋表示，近期人民银行会同相关部门采取了一系列针对性清理取缔措施，防范化解可能形成的金融风险与道德风险。具体措施包括：组织屏蔽“出海”虚拟货币交易平台。截至2018年5月，110个网站（包括火币网、币安网等交易平台）已被屏蔽。（中国证券网）,中国证券网,未透露
2018年保险中介机构现场检查全面启动,2018-07-06 14:37:17,,银保监会近日向各地保监局下发通知，要求切实做好2018年保险中介机构现场检查工作。据了解，此次现场检查工作于今年6月至8月实施，具体分为四部分：互联网保险业务合规性检查、保险中介机构业务合规性检查、保险公估机构业务备案合规性检查、“精准打击行动”检查。（中国证券网）,中国证券网,未透露
知情人士：中国考虑2019年将电动汽车的财政补贴削减逾三成,2018-07-06 13:20:39,,知情人士称，中国正在考虑明年进一步削减电动汽车补贴计划，因政府希望以此敦促汽车制造商依靠技术创新，而不是财政补贴来开发新能源汽车。知情人士称，明年电动汽车的平均补贴可能会比2018年降低逾三成。新政策还包括一次充电续航达到200公里及以上的电动汽车才能获得财政补贴，目前的要求为150公里。（彭博）,彭博,未透露
版权改革引无数人反对，欧盟决定重新制定草案,2018-07-06 12:55:24,http://tech.sina.com.cn/i/2018-07-06/doc-ihexfcvk4191163.shtml?cre=tianyi&mod=pctech&loc=1&r=25&doct=0&rfunc=5&tj=none&tr=25,欧盟准备修改版权法，强迫谷歌、Facebook及其它科技巨头与出版商、 广播员、艺术家分享营收，但是经过网络公司的游说之后，欧盟立法者态度改变，立场不再强硬。周四立法者发起投票，根据委员会的建议，投票做出决定，暂时不与欧盟成员国谈判协调，现在议会必须先修改提案，9月份再投票，通过之后才能与欧盟成员国谈判协商。（新浪）,新浪,未透露
国内88家虚拟货币交易平台和85家ICO交易平台基本实现无风险退出,2018-07-06 11:30:20,"http://news.cnstock.com/news,bwkx-201807-4243046.htm",中钞区块链技术研究院院长张一锋介绍，各地搜排出的国内88家虚拟货币交易平台和85家ICO交易平台基本实现无风险退出；以人民币交易的比特币从之前全球占比90%以上，下降至不足1%，有效阻隔了虚拟货币价格暴涨暴跌对我国的消极影响，避免了一场虚拟货币泡沫。（中证网）,中证网,未透露
浙江省长：加快实施数字经济“一号工程”,2018-07-06 10:57:33,,5日，浙江省长袁家军主持省政府专题会议听取并研究《浙江省国家数字经济示范省建设方案》、《浙江省数字经济五年倍增计划》和高质量发展指标体系编制工作。他强调要充分发挥浙江省数字经济先发优势，加快实施数字经济“一号工程”。（浙江日报）,浙江日报,未透露
北京新机场2019年9月30日投入运营,2018-07-06 10:56:36,,民航局在北京新机场施工建设现场召开北京新机场工程竣工倒计时一周年建设与运营筹备攻坚动员会。会上发布了《北京新机场建设与运营筹备总进度综合管控计划》，明确北京新机场及其配套工程将在2019年6月30日竣工验收，2019年9月30日投入运营。（法制晚报）,法制晚报,未透露
武汉实行二手房房源网上挂牌交易,2018-07-06 10:45:54,http://www.xinhuanet.com/local/2018-07/06/c_1123087905.htm,武汉市日前正式启动二手房房源网上挂牌交易，每套上市二手房都将拥有唯一的“身份证”，房源信息真实透明。这将有利于消除虚假房源、中介“吃差价”等市场乱象。（新华社）,新华社,未透露
英国建立国家行车记录仪数据库,2018-07-06 10:17:52,https://www.iyiou.com/breaking/17196,英国建立了新的国家行车记录仪数据库，司机现在可以直接向警察举报同行不良司机。该数据库由英国行车记录仪制造商Nextbase负责运营，可让司机把他们行车记录仪录制的视频上传至单一数据库，可直接发送给警察。（亿欧）,亿欧,未透露
国家重点研发计划“智能机器人”重点专项项目启动会召开,2018-07-06 10:06:09,http://www.miit.gov.cn/n1146290/n1146402/n1146445/c6241792/content.html,36氪讯，国家重点研发计划“智能机器人”重点专项项目启动与实施方案论证会在哈召开。“人机协作型移动式双臂灵巧作业机器人”“大型复杂结构机器人智能激光焊接技术及系统”“电石冶炼出炉作业机器人系统研发及示范应用”3个项目正式启动。,36Kr,未透露
天津出台智能网联汽车道路测试管理办法,2018-07-06 10:04:42,,近日，天津市交通运输委、市工业和信息化委、市公安局联合编制出台了《天津市智能网联汽车道路测试管理办法(试行)》，以保障智能网联汽车道路测试工作安全有序地开展。（人民日报）,人民日报,未透露
阿里、蚂蚁金服集团将入驻海口互联网总部经济聚集区,2018-07-06 09:31:12,,海口复兴城成立互联网总部经济聚集区，阿里、蚂蚁金服集团将率先入驻，建设面向21世纪海上丝绸之路的区域总部。（海南日报）,海南日报,未透露
广州地铁将迎来“刷脸”安检，为全国首例,2018-07-06 09:10:55,,广州地铁安检将率先试水“人脸识别”技术，目前已在珠江新城站、万胜围站、嘉禾望岗站设置人工智能安检门，但暂时未向乘客启用。据介绍，无行李或小包行李的乘客可直接刷脸“快速安检”，广州地铁将成为全国首例试点应用人脸识别技术的轨道交通快速安检项目。（广州日报）,广州日报,未透露
交通运输部规范自动驾驶封闭场地建设,2018-07-06 09:08:55,http://www.mot.gov.cn/jiaotongyaowen/201807/t20180706_3043345.html,36氪讯，交通运输部近日出台了《自动驾驶封闭场地建设技术指南（暂行）》。这是国家部委出台的第一部关于自动驾驶封闭测试场地建设技术的规范性文件，旨在规范自动驾驶封闭测试场地建设要求，指导各地各单位开展自动驾驶封闭场地建设，更好服务封闭场地测试工作及自动驾驶技术发展，有力支撑交通强国建设。,36Kr,未透露
海外人才望而却步，以色列科技企业遭遇人才困境,2018-07-06 08:35:25,http://tech.qq.com/a/20180705/034328.htm,据英国《金融时报》报道，最近一段时间的以色列科技企业发现自己遭遇了前所未有的人才困境，许多海员科技人才因为签证、薪酬和安全等方面的原因对投身该国科技行业迟迟无法下定决心，而这也导致这一“全球第二硅谷”的发展陷入“缓冲期”。（腾讯）,腾讯,未透露
美政府“扶植”排行榜曝光：特斯拉获35亿美元补贴,2018-07-06 07:47:37,http://tech.huanqiu.com/it/2018-07/12423670.html,根据非营利组织“好工作优先”最近发布的一份报告，在科技公司获取政府补贴方面，加州电动车制造商特斯拉公司名列前茅。自从2007年以来，特斯拉一共获得了35亿美元的政府补贴。（环球网）,环球网,未透露
杭州市政府办公厅：打造具有国际竞争力的智能经济产业基地,2018-07-05 19:35:58,http://www.hangzhou.gov.cn/art/2018/7/5/art_1416270_19255288.html,36氪讯，月5日，杭州市人民政府办公厅答复浙江省政协十二届一次会议上提出的《关于加强杭州智慧都市圈建设的建议》（第48号），称在推动杭州智慧都市圈建设的对策中指出，要巩固扩大数字经济在全国的领跑优势，打造具有国际竞争力的智能经济产业基地。聚焦新一轮产业科技革命，超前谋划布局虚拟现实、区块链、量子通讯、增材制造、商业航天、生命健康等一批重量级未来产业。,36Kr,未透露
海南计划至2020年汽车平行进口累计突破1万辆,2018-07-05 15:44:58,http://www.hainan.gov.cn/hn/zwgk/zfwj/bgtwj/201807/t20180705_2681158.html,36氪讯，海南省政府办公厅公布的《海口港汽车平行进口试点实施方案》指出，海南将以自贸区(港)建设为契机，争取到2020年汽车平行进口累计突破1万辆，销售额突破70亿元人民币。,36Kr,未透露
中国移动推动5G保留GSM网络，将在2020年前实现3G退网,2018-07-05 13:16:42,http://www.techweb.com.cn/tele/2018-07-05/2682870.shtml,中国移动发布的《5G中端产品指引》明确，将在2020年前实现3G退网。今年9月采购测试终端、连接型CPE，并需要厂商在11月交付；明年2月将采购智能手机，连接/融合型CPE、VR/AR产品，并要求厂商在明年4月交付；在明年7月采购智能手机、VR/AR、5G模组，并需要厂商在明年9月交付。（TechWeb）,TechWeb,未透露
电动自行车转为实施强制性产品认证,2018-07-05 12:15:16,http://samr.saic.gov.cn/gg/201807/t20180704_274875.html,36氪讯，市场监管总局、认监委昨日联合发布的《关于发布电动自行车产品由许可转为实施强制性产品认证管理安排的公告》指出，中国的电动自行车产品生产许可证管理将转为CCC认证管理。过渡期自2018年8月1日起至2019年4月14日止，自2019年4月15日起，电动自行车产品未获得CCC认证的，不得出厂、销售、进口或者在其他经营活动中使用。,36Kr,未透露
广州将建智慧交通示范城市，自动驾驶封闭测试区拟选址花都区和韶关,2018-07-05 11:34:29,,广州宣布将建设具有全球影响力的智能网联汽车新高地和智慧交通示范城市。广州自动驾驶车辆进入路面测试阶段。广州计划在2018年内完成封闭测试区选址、规划、设计，并开展半封闭测试区建设工作。目前封闭测试区拟选址花都区和韶关新丰县，预计总投资46亿元。（南方都市报）,南方都市报,未透露
江苏省委书记娄勤俭会见刘强东：着力推进交通物流体系建设和完善,2018-07-05 09:51:51,,江苏省委书记娄勤俭在北京会见京东集团董事局主席兼首席执行官刘强东，表示将大力支持京东集团在江苏进一步发展。娄勤俭指出，江苏正在加快构建交通物流融合发展新体系，切实降低物流成本。希望双方加强有关专项规划衔接融合，深化项目落地措施。（新华日报）,新华日报,未透露
委内瑞拉计划利用Petro支持住房解决方案,2018-07-05 09:09:47,,委内瑞拉生态环境和住房部长近日透露，该国政府正计划利用其石油支持的数字货币Petro为房屋建设提供资金。这些房屋的融资将作为该国住房项目GMVV的一部分，为无家可归的家庭提供住房解决方案。委内瑞拉总统马杜罗批准使用750亿玻利瓦尔（价值约75万美元）和90.9万枚Petro的资金来建造新房屋。（CCN）,CCN,未透露
北京明年底全市将实现道路停车电子收费全覆盖,2018-07-05 08:51:47,http://www.bjnews.com.cn/news/2018/07/05/493831.html,目前，北京城六区和通州区路侧停车电子收费覆盖道路已增至43条，电子收费停车位已增至4800余个。昨日，北京市交通委停车管理事务中心、石景山区交通委、朝阳区交通委相关负责人介绍了路侧停车电子收费实施进展。根据规划，2019年12月1日起，北京全市将实现道路停车电子收费全覆盖。（新京报）,新京报,未透露
冰岛正在接受比特币矿场,2018-07-05 08:46:16,,冰岛正在接受比特币矿场，现在该国正在利用比特币矿工所依赖的基础设施来为自动驾驶等技术创造应用和产品。（彭博）,彭博,未透露
人民日报：第一阶段国际标准出台 5G加速度配套需同步,2018-07-05 07:34:26,http://media.people.com.cn/GB/n1/2018/0705/c40606-30126648.html,《5G承载需求白皮书》发布，指出5G网络在三大业务场景应用时，业界应继续加强关键技术研发、应用方案完善及产业化进程，形成完善的5G承载方案，全力支撑和迎接5G商用时机到来。关键是要加大电信业之间、电信公司与互联网公司的市场竞争，把选择权交到用户手中，让老百姓享受到实实在在的5G红利。（人民日报）,人民日报,未透露
海南：个人可以申请开发无人海岛，可用于娱乐等行业,2018-07-04 21:21:00,http://www.chinanews.com/gn/2018/07-04/8556592.shtml,海南省海洋与渔业厅4日公布《海南省无居民海岛开发利用审批办法》，明确单位或个人申请开发利用无居民海岛，应向省级海洋行政主管部门提出申请，并提交无居民海岛开发利用申请书、具体方案和项目论证报告。办法明确，无居民海岛开发利用的最高期限，参照海域使用权的有关规定执行：养殖用岛十五年；旅游、娱乐用岛二十五年；盐业、矿业用岛三十年；公益事业用岛四十年；港口、修造船厂等建设工程用岛五十年。（中新网）,中新网,未透露
发改委：积极推动新能源汽车发展,2018-07-04 17:27:53,http://www.ndrc.gov.cn/gzdt/201807/t20180704_891813.html,36氪讯，发改委起草《汽车产业投资管理规定（征求意见稿）》，提出积极推动新能源汽车健康有序发展，着力构建智能汽车创新发展体系。鼓励汽车产能利用率低的省份和企业加大资金投入和兼并重组力度。科学规划新能源汽车产业布局，鼓励现有传统燃油汽车企业加大资金投入，调整产品结构，发展新能源汽车产品。严格新建纯电动汽车企业投资项目管理，防范盲目布点和低水平重复建设。,36Kr,未透露
广东发布电动汽车用电价格，充电服务费最高不超过0.8元/千瓦时,2018-07-04 16:04:14,,"广东省发改委发布了《关于我省新能源汽车用电价格有关问题的通知》。通知指出，全省各类已安装独立电表的电动汽车充电设施用电均免收基本电费,各地级以上市价格主管部门制定的各类电动汽车充电服务费标准上限，最高不得超过每千瓦时0.8元，原上限低于0.8元的地方可继续执行原有政策及标准。（新浪）",新浪,未透露
天津市出台智能网联汽车道路测试管理办法,2018-07-04 15:48:43,http://www.xinhuanet.com/2018-07/04/c_1123078700.htm,天津市出台了《天津市智能网联汽车道路测试管理办法（试行）》。据介绍，此次出台的管理办法共十九项条款，其主要内容包括明确制定依据、适用范围、指导原则。下一步将尽快选定并公布开放测试道路，向审核通过的自动驾驶测试申请企业发放天津市智能网联汽车开放道路行驶车号牌。（新华网）,新华网,未透露
加州法律规定公司必须允许客户在线取消订阅,2018-07-04 08:30:01,https://www.cnbeta.com/articles/tech/742831.htm,据外媒CNET报道，一项于7月1日正式生效的加利福尼亚州法律旨在让客户更容易在线取消订阅。 这项法律规定，在线接受自动续订或连续服务的客户必须能够在线取消服务。这项法律意味着加州民众不再需要通过打给客户服务热线来取消新闻订阅，音乐流媒体或用餐计划等服务。（cnBeta）,cnBeta,未透露
美商务部对中兴通讯暂时部分解禁,2018-07-04 07:13:55,http://m.news.cctv.com/2018/07/04/ARTIifDwujUCQtQn6C42R3yy180704.shtml,美国东部时间7月2日，美国商务部发布公告，暂时、部分解除对中兴通讯公司的出口禁售令。​公告称：从公告发布之日起至8月1日，在有限条件下解除对中兴通讯公司的出口禁令。美国商务部公共事务总监丽贝卡·格洛弗表示，对中兴通讯的7年禁售令并未正式取消。这份公告的授权对象是已经与中兴通讯开展业务的公司，期限是一个月。（央视新闻客户端）,央视新闻客户端,未透露
