3,Valve解雇13名员工 涉及VR硬件团队,早先，有传言指Valve已将旗下VR团队裁掉一半。近日据国外媒体Variety报道，Valve承认他们在上个月解雇了一批员工，其中包括部分VR部门的成员。自2015年9月就在Valve担任VR工程师的Nat Brown也于今日发推特称自己在2月初已经离职，证实了这一消息。V社的一位发言人表示，确有13名全职雇员离开公司，相关雇佣合同终止。裁员纯属不得已为之的商业决策，不代表公司基本面有重大变化。V社感谢被解雇员工所做的贡献，并祝愿他们今后工作顺利。V社一直以来就对VR研究颇为重视，除了运营Steam商店和开发《Dota 2》等游戏之外，Valve一直是虚拟现实的推动力量。这家公司创建了广泛使用的SteamVR软件平台，并共同开发出2016年面世的HTC Vive头显。在2018年，Valve开始向开发者发货“Knuckles”控制器的最新迭代.另外在2018年11月，有传闻称这家公司正在设计一款全新的头显，以及基于《半条命》的VR作品。Variety在报道中指出这并不意味着Valve正在退出VR市场，但目前尚不清楚他们是否得到了Valve的明确证实，又或者只是根据“公司不存在任何重大变故”进行推测。Valve同时有可能退出硬件市场，但继续运营SteamVR软件商店。不过，好消息是Knuckles驱动已于上月进行了更新，而且Valve正在招募“VR与硬件”软件工程师。另外，Oculus和HTC都发布了2019年款头显。因此，如果Valve依然在坚持VR硬件项目，我们或许同样能在今年听到相关的消息。                            本文来自游民星空，本文观点不代表GameLook立场，转载请联系原作者。
3,bilibili代理VR手游《妃十三学园》，二次元或成VR游戏突破口,bilibili近日公布引进一款面向二次元用户的VR手游《Alternative Girls》，国服定名《妃十三学园》。据悉，该作是在回合制RPG的基础上，融入VR养成玩法的手机游戏。上线首日便登上日本App Store免费榜总榜第4位，最高曾登上畅销榜总榜第15位，并在日本累积了超过百万人次的下载。
3,解析三种科技巨头从VR中盈利的最好方式,虚拟现实在2016年起步相对缓慢，但仍然是具有潜在革命性影响的年轻技术。今天将向大家介绍三家已经准备好从这一新兴媒介中获利的企业：迪士尼、动视暴雪和微软。
3,英国最大VR开发商:不要盲目相信预测报告,作为一家工作室，nDreams是英国唯一专注于VR的最大游戏开发商。欧鲁尼的nDreams目前正处于成长阶段，并在不断扩充团队。他说：“我们内部有大概50名开发者，而且我们同时还与数个外部工作室合作。所以现在我们总共有约70名开发者在负责不同的项目，而且我们每个月都会增加2到3个人。我们正在扩张，这很好，但同时又有点令人害怕和兴奋。”
3,2016年AR风投达10.8亿美元 同比增长3倍,根据Greenlight Insights的资金数据库。AR收获了大量投资，比对VR的投资多了3.5亿美元。收到AR风投最多的几个公司分别是Magic Leap、ODG和Lumus，收获风投量最多的前六位公司加起来的风投总额占到了总金额的90%，达到了10亿美元。
3,VR专家警告:应多关注技术上的负面影响,据Polygon网站报道，最近的SXSW大会上，南加州大学混合现实实验室的主管 Todd Richmond 谈到了 VR 技术潜在的负面影响。
3,SIE中国总裁:给VR游戏开发者的几点建议,近日索尼互动娱乐中国区总裁添田武人对话行业媒体，从索尼如何挑选合作伙伴和如何打造爆款产品两个方面，解读了2017年PS VR平台的合作战略。2013年加入索尼的添田武人深受国内玩家喜爱，并被亲切的称为“五仁叔”。
3,VR趋势:PC端是短期主流 一体机后来居上,国外发展趋势VR技术最早在20世纪中期由美国VPL探索公司和它的创始人提出这一概念，后来美国宇航局(NASA)的艾姆斯空间中心利用流行的液晶显示电视和其它设备，开始研制低成本的虚拟现实系统，推动了该技术硬件的进步。目前，虚拟现实技术已获得了长足的发展。一、国际巨头纷纷涌入2016年是VR产业的元年，谷歌、索尼、HTC、微软、Facebook等国际巨头相继入局VR领域。Facebook在天价收购了Oculus之后，又开始着手收购与VR相关的科技公司，并着力打造应用平台，形成了硬件(Oculus Rift)+内容(各大内容供应商，Oculus Store)+社交(Facebook)为核心的生态闭环。索尼、微软、谷歌、三星等巨头公司也都通过相类似的方式进行VR生态系统的建设和布局。受制于诸多因素，虽说各家的VR生态系统还远称不上完善，但却也在这场竞争中占得了先机。苹果也早已开始在VR行业暗自布局，除了收购公司，据外媒报道，苹果已经挖了各大公司的VR行业人才，组建了自己的VR开发团队。二、硬件发展速度加快Oculus、三星、HTC都在2016年推出全新的VR硬件，而随着芯片和屏显厂商的加码，硬件的成熟将会加快。在芯片端，Intel、微软、高通等国际巨头都开始加入战局，高通首席执行官Steve Mollenkopf在2016年全球移动大会上表示，下一代骁龙处理器将大量桌面端场景搬到移动端。三、美国仍作为全球VR产业的领军者美国作为VR技术的发源地，其研究水平基本上就代表国际VR发展的水平。目前美国在该领域的基础研究主要集中在感知、用户界面、后台软件和硬件四个方面。美国宇航局(NASA)的Ames实验室研究主要集中在以下方面：将数据手套工程化，使其成为可用性较高的产品;在约翰逊空间中心完成空间站操纵的实时仿真;大量运用了面向座舱的飞行模拟技术;对哈勃太空望远镜的仿真。现在正致力于一个叫“虚拟行星探索”(vPE)的试验计划。现在NASA己经建立了航空、卫星维护VR训练系统，空间站VR训练系统，并且已经建立了可供全国使用的VR教育系统。北卡罗来纳大学(UNC)的计算机系是进行VR研究最早的大学，他们主要研究分子建模、航空驾驶、外科手术仿真、建筑仿真等。Loma lAnda大学医学中心的David Warner博士和他的研究小组成功地将计算机图形及VR的设备用于探讨与神经疾病相关的问题，首创了VR儿科治疗法。麻省理工学院(MIT)是研究人工智能、机器人和计算机图形学及动画的先锋，这些技术都是VR技术的基础，1985年M1T成立了媒体实验室，进行虚拟环境的正规研究。华盛顿大学华盛顿技术中心的人机界面技术实验室(1ilT lab)，将VR研究引入了教育、设计、娱乐和制造领域。从90年代初起，美国率先将虚拟现实技术用于军事领域，主要用于以下四个方面：虚拟战场环境;进行单兵模拟训练。四、欧洲在VR开发部分领域处于领先在VR开发的某些方面，特别是在分布并行处理、辅助设备(包括触觉反馈)设计和应用研究方面，英国是领先的，尤其是在欧洲。英国主要有四个从事VR技术研究的中心：Windustries(工业集团公司)，是国际VR界的著名开发机构，在工业设计和可视化等重要领域占有一席之地;British Aerospace(英国航空公司BAe)的Brough分部，正在利用VR技术设计高级战斗机座舱;Dimension International，是桌面VR的先驱。该公司生产了一系列的商业VR软件包，都命名为Superscape;Divison LTD公司在开发VISION、Pro Vision和supervision系统/模块化高速图形引擎中，率先使用了Tmnsputer和i860技术。国内产业趋势一、特征市场规模总体体量仍然较小，但潜力巨大我国VR市场规模总体体量仍然较小。知萌咨询在《2016年中国VR用户行为研究报告》中称，我国购买过VR设备的重度用户仅为96万人。同时，国内VR市场尚处于起步阶段，概念普及率不高，消费市场还较为冷淡。据百度指数对“VR”这一关键词的监测，其搜索热度明显低于Xbox One和PS4。但不少机构都预测，我国VR产业市场规模潜力巨大。速途研究院的《2015年VR产业发展报告》估算，2015年中国VR市场规模为14.8亿，预计2020年VR市场规模将接近600亿。艾媒咨询的《2015年中国虚拟现实行业研究报告》显示，2015年中国虚拟现实行业市场规模为15.4亿元， 2020年市场规模将超过550亿元。还有分析报告预测，从2015年到2020年，我国包括VR眼镜及其他同类设备的用户将从38.6万增长至3000万。投融资整体处于A轮前阶段，但日趋活跃从投融资阶段上看，目前我国VR项目的投融资主要集中在天使轮和Pre-A轮。大多数风险投资机构对VR企业仍处在谨慎观望状态。从投资主体上看，上市公司表现活跃。在VR投资领域上，上市公司具有投资金额大，A、B轮领投居多等特点，参股并购等投资方式均逐渐增多。从投资项目上看，资金集中布局在产业链的设备端和内容端。2015年，虽然包括硬件设备、内容制作、发布平台等VR产业链各个环节均有项目获得融资，但设备和内容更受到资本青睐。具备核心技术和较强技术壁垒的项目，游戏、影视以及与传统行业相结合的内容应用项目，相对更容易获得投资。生态圈初步形成现阶段，我国VR产业发展正在由用户、技术、硬件、内容、开发者、渠道、资本等力量共同推进，一个良性VR产业生态圈已初步建立，并正在形成一条集工具设备、行业应用、内容制作、分发平台、相关服务在内的全产业链。从产业格局上看，形成了地域以一线城市为主，厂商以初创小公司为主，变现方式以线下体验馆为主的发展态势。目前，我国VR厂商集中在北上广深等一线城市，初期以初创小公司为主，后期也有大的上市公司进行参股和并购。相较国外科技巨头高投入、长周期的VR开发模式，国内大部分小规模初创企业的VR开发具有投入较少、周期较短、技术含量相对较低等特征，产品主要面向国内市场。艾瑞咨询发布的《2016年中国虚拟现实(VR)行业研究报告》显示，近年来国内VR线下体验馆数量增长迅速，全国已超过2000家。从产品形式上看，头戴式VR设备是市场主流产品，游戏和影视是市场主要内容。目前我国市场上的VR设备主要分为VR头盔、VR眼镜和VR一体机三种，前两种均可归为头戴式VR产品，占据市场主流。而目前国内VR平台有约3500款内容产品，其中VR游戏约800款，58.6%来自PC平台，41.4%来自移动平台;VR影视约2700款，52.8%是全景视频，47.2%是非全景3D视频。国际AR硬件商纷纷入华从投资金额来看，阿里在AR领域投资了Magic Leap，Infinity，镜片公司Lumus和最新公布的Wayray公司，而腾讯、联想仅排其后，此外，还有不少实业公司加入。从CES上来看，2017年，中国企业在AR上的巨额投资将显出初步成效。在CES上的主流眼镜厂商，尤其是以中资为主的，都计划将2017年作为进入中国市场的重要时点。二、VR产品VR硬件目前国内VR硬件投资市场以输出设备为主，市场上主要产品可以分为移动端VR、PC端VR和一体机。第一，移动端VR。国内移动端VR厂商有暴风魔镜、焰火工坊等。在中国VR设备市场，基于智能手机的发展轨迹以及庞大的用户规模，移动VR被很多人认为是未来的主流VR设备。另外由于移动VR设备想对来说技术含量较低、成本不高，使得移动VR设备推广更为迅速。但在消费者的沉浸感和交互性体验上来说，就要比pc端设备和一体机低很多，尤其是目前技术还在发展阶段，VR内容较少，较低的舒适度和体验感会影响消费者对移动VR产品的评价。而且目前VR眼镜盒子严格上来说并不能算真正的VR设备，仅仅在透镜上与VR有所关联。第二，PC端VR。国内当前在制作PC端VR的厂商有乐相科技、蚁视科技、3Glasses等。虽然PC端VR头盔相对于移动VR存在操作繁琐、价格昂贵、携带不便等困难，但其绝佳的体验感让消费者体验到VR技术真正的魅力。以Oculus Rift为例，相比于Grea VR，Rift有定位追踪功能、更深层次的游戏体验和高保真环境。目前PC端VR还存在许多问题。我们使用PC端VR需要一定的空间以及多项设备包括PC、传感器的链接，并且VR设备对PC的硬件要求也很高。如HTC VIVE最低PC配置要求是酷睿i5+GTX970，Oculus Rift也类似。但是，目前微软、video等各大公司正在努力优化显卡，VR对pc硬件的要求也会随着技术的提升而降低，并且VR目前在努力发展云端技术，未来或许并不需要再连接PC。第三，一体机VR。相较于市场上的手机盒子以及依托电脑输出的VR产品，一体机更符合人们对VR的认知。VR一体机是具备独立处理器并且同时支持HDMI输入的头戴式显示设备。具备了独立运算、输入和输出的功能。VR一体机需要具备独立的运算处理核心，因此具有更高的研发难度。目前国内基本没有相关芯片制作厂商，一体机VR发展缓慢，短期无法形成较大市场规模。相比于PC端VR，一体机的便携性和易用性会比VR头盔好很多，后者需要坐在电脑前连一根线到头盔，还需要鼠标键盘来操作;另外，一体式的VR的软硬件都可以进行定制，从而达到最优的用户体验;同时一体机VR在人机交互上较移动端VR会有优势，在存储和续航方面能有更好的优化，同时可以更好地切换在线内容与本地内容;它不限于移动端，也能接入PC的内容。VR内容目前国内的VR产业发展集中在硬件设备领域，各种硬件产品层出不穷，而与之相对应的是内容的极度缺失，这让VR行业处于一个极为尴尬的境地。当前VR内容多为小型团队进行开发，游戏策划、对战数值等都有着各种问题，使得整个VR内容处于无亮点的重复开发，内容的乏味可陈，大大的降低了用户的粘性。大型互动式的网游尚未产生，没有大量优质的原创VR内容，无法激活用户兴趣。而VR产业想要真正发展起来，必须保证足够量的优质内容，结合硬件发展，形成自己的产业链。而要建立牢不可破的产业链，具有一定IP资源、互动性强且游戏设计经验丰富的大型游戏开发团队将成为VR产业链中最佳内容供应方，同时全新的制作方式和思路也带给创业团队优秀的机会。因为今年它不仅是一个概念，它在很多行业都有着实际应用，确实是虚拟现实突破最大的一年，比如医疗、旅游、娱乐、直播等等有很多的新内容出现。有一个问题是现阶段好多VR内容质量特别差。原因很简单，市面上所有硬件和软件都不成熟，VR出现时间也较短，要开发出针对于VR设备的成熟内容，时间是必需品。三、发展预测与展望PC端VR将是短期主流，一体机将后来居上移动端强调趣味性和移动性，PC端强调逼真性。PC端是目前最被推崇和看好的VR形态。因为它有着高配置，体验效果极佳。目前市场上PC端的VR设备也是最多的，VR体验做得好才有人买单，如果只贪便宜，不注重质量也会拉低VR行业的水准。许多市面上价格便宜的VR设备体验不佳，这可能会让公众对VR失去信心。如今国际大厂在努力将VR做好也可以看出未来VR的主要形态将会放在PC端上。相对而言，虽然被众多手机厂商捧起的移动VR更方便，但在体验上与PC端产品相差很大，而且目前移动端VR更多的仅仅是手机盒子，很多专业人士都表示这不是真正VR设备，其带给用户的体验也与预期相差甚远，在VR最主要的沉浸感和交互性方面难以达到用户标准。其次，VR手机盒子因为要适配各种手机，难以满足多数人需求。而作为技术含量最高的VR一体机，既包含了移动VR的方便性和便捷性，同时也包含了PC端VR的高体验感，在VR领域毫无疑问是最优秀的产品。但目前由于技术限制，一体机最重要的处理芯片研发不足，市场上也缺乏相关厂商，在内容缺失和智能化程度低等一系列现状下，一体机距离人们理想中的效果还有一段路要走。VR产品三年内有望普及国内VR市场热度虽然仅次于美国，但在宣传普及力度上还存在很多不足。很多消费者并不了解VR，也没有真正接触过VR。目前国内主要的宣传手段更多地依靠线下体验店，但由于价格、数量等问题，传播的效率依然不足。根据投中研究院分析，短期内VR产品想要普及，在提高产品质量的同时，更应注重广告宣传和网络传播手段，依靠BAT等互联网巨头向消费者们普及VR概念，提供更多的体验机会。并且VR设备成本也需要控制在用户能够接受的范围内。无论如何，VR的价值会逐渐被人们接受，它难以替代的作用也会使得VR设备成为人们生活中必不可少的一块。智能手机从出现到普及用了三年左右的时间，相信VR也会在三年时间内走进人们生活，人们无论是在娱乐还是工作上，都可以享受到VR带来的不一样的感受。硬件端龙头初显，内容端机会犹存就国内而言，硬件市场已经有乐相科技、暴风魔镜等产品较为成熟的厂商，他们拥有巨大先发优势，几乎已经形成垄断局面，而且硬件对资金要求较高，留给创业团队的机会已经不多，大批硬件创业公司的死亡也表明VR硬件领域生存艰难，而VR内容制作市场相对来说更适合初创团队进入。目前VR内容方面尚缺少标杆性产品，也没有统一的标准，且内容相比硬件来说更具多元化，依靠小规模团队也能制作出具有竞争性优势的产品。可以预计，未来VR市场很可能会是硬件厂商几家独大，内容厂商百花齐放的场面。from：腾讯研究院                             如若转载，请注明出处：http://www.gamelook.com.cn/2017/03/286868/
3,腾讯互娱发布2016VR技术白皮书,2016年被称为VR（虚拟现实）的元年，我们看到了手机VR头显、PC VR头显、游戏主机VR头显和VR一体机的纷纷上市，但业界的热情并没有完全转化成消费者的认可，这中间有各方面的原因，包括基础体验不够好、使用成本过高，也包括优质内容的匮乏。似乎这个元年来得并没有想象中的轰轰烈烈。
3,[战争机器]之父:目前VR游戏大多只是噱头,《战争机器》之父Cliff Bleszinski对于虚拟现实有一些自己的想法，但表示他自己的工作室Boss Key短期内不会发布任何VR游戏，如今的VR比较大的问题之一是，它的安装量还不够大。另外，目前版本的头盔还需要完善不少东西，而开发商们则面临巨额成本投入。VR能否成为主流呢？Bleszinski认为是有可能的，但不会很快。
3,科幻变成现实 解放双手用意念控制VR游戏,用意念控制外在事物一直都是科幻小说或科幻电影中的场景，但波士顿创业公司Neurable却要把它变成现实。通过Neurable的技术，用户可以用意念来控制虚拟现实(VR)游戏，从而解放双手。到目前为止，VR还是一项新鲜技术，以致于我们还不清楚与VR互动的最佳方式是怎样的。而波士顿创业公司Neurable给出的答案是利用大脑，即追踪脑波，然后利用该结果来控制VR视频游戏。
3,IDC:AR和VR游戏复合年增长率将超220%,根据IDC的一项新预测，西欧地区增强现实(AR)和虚拟现实(VR)的硬件、软件和服务支出将达到25亿美元，比2016年的11亿美元增长131%。IDC预计，消费者市场将是今年AR/VR的最大支出部分，占总支出的56%以上，这些支出主要用于VR商品和服务。
3,中国VR产业白皮书:2020年市场趋于成熟,近日，由工信部电子信息司指导的虚拟现实产业联盟投资促进委员会正式成立，并发布了《2017中国VR产业投融资白皮书》。下面是《2017中国VR产业投融资白皮书》给出的一些重要数据、2016年中国VR产业投融资情况和中国VR产业投融资环境及趋势分析。
3,高门槛的动作捕捉技术 成VR发展的拦路虎,在虚拟现实领域，动作捕捉技术中的光学定位技术和基于传感器的惯性动作捕捉技术是绑定在一起的，因为如果想要实现VR的完全互动和真实沉浸感，这两个技术缺一不可。但相比较于硬件设备厂商和内容研发商，愿意在动捕领域深造的公司委实不多，可能，“刚刚开始的VR还不太需要这些吧”。
3,Oculus总监:VR内容不是FB后期主要目标,在刚刚结束的GDC上，Oculus发布了2017年游戏的强大阵容，从3月起，每月都有一款新游大作将会在OC上发布。这不禁让人联想到之前传闻Facebook将会着手开始打造自己的VR生态系统，并逐渐通过转型并生产VR产品刺激消费市场。不过目前看来Facebook还不会涉足VR内容产品。
3,苹果新专利:iPhone或成VR头显的遥控器,根据苹果这项最新专利显示，用户可以用iPhone作为虚拟现实头盔的严控其使用，虽然在专利中苹果没有明确提及这是一款虚拟现实设备，不过从造型上看，的确是一款虚拟现实或者增强现实类产品。虽然从VR头盔的设计部分来看，与谷歌Daydream和三星Gear VR设备没什么太大的区别，但是在专利中苹果描述了一种场景，通过iPhone和头盔上的某种端口连接，然后配对后变成了辅助控制装置。
3,Oculus公开Touch VR控制器CAD文件,Oculus已经开放了《Touch Accessory Guidelines 1.0（Touch配件指南1.0）》的下载，其中包括Touch VR控制器的3D CAD文件。此数据可用于帮助设计师和制造商开发集成Touch硬件的新配件。《Touch配件指南1.0》可在Oculus开发者网站上下载，其中包括控制器外表面和电池仓的技术图纸和STEP文件。此外，它还包括Rock Band VR连接器的数据，帮助开发者设计通过适配器连接至Touch的设备。
3,26万VR设备故障连连 卖方:只换不退,本想买一套VR设备在老家开游戏厅的杨先生，至今仍在为设备运转发愁。近日，杨先生向本报反映，去年他在北京身临其境文化股份有限公司（简称身临其境公司）购买了一套VR设备，结果设备几乎无法运转，他打算退掉并按合同索赔。而身临其境公司则提出以低价设备进行设备替换。
3,HTC副总裁:3A VR大作仍需等待几年时间,在上周举办的GDC 2017上，知名外媒Gamespot对HTC Vive的全球内容副总裁Joel Breton进行了一个较为深度的采访。在这个非常长的采访中，Breton讨论到目前VR游戏还缺乏3A级大作的问题，抨击了Oculus的平台独占策略并且对开发中的《辐射4》VR版发表了自己的看法。
3,3个建议告诉你该如何利用VR和AR做营销,很多CMO（首席营销官）感到困惑。在美国，使用增强现实（AR）或虚拟现实（VR）设备的人不计其数，预计在2020年，AR和VR的收入将高达1200亿美元。精明的营销人员瞅准了这个机会，他们正在寻找能让自己品牌在这股潮流中脱颖而出的方法。本文将给那些想要利用VR和AR营销却不得其道的朋友们3点启示。
3,新技术 Oculus和GearVR加入语音识别,此前我们曾经报道过Oculus Home出现了Beta版的语音搜索功能，(Oculus上线VR语音控制，部分用户可在Home界面测试)而如今现在以英语为第一语言的用户已经可以测试这一特性：“让人能够在Oculus Home界面使用语音搜索，来导航游戏、应用和体验。”Oculus Rift的这一特性的确可以使用。一旦在Home界面激活，就可以说“Hey Oculus”这句话来让应用听取你的语音指令。
3,回顾过去 关于VR现状和未来的八大总结,我们大约在一年前拿到了首款消费者VR头显，自那以后，有许多人为了解下一个计算平台而拜访了我们，我们也为他们进行过100多次VR（Vive和Rift）和AR（HoloLens）的演示。小孩、家长、老人、专业足球运动球、官员、公司高管、游戏爱好者…从怀疑论者到极度兴奋的乐观者，我们为来自不同行业不同背景的人进行过演示。至今，我们已经参加过50场特别的VR/AR演示。现在，我们认为回顾过去，并思考VR的未来很有意义。以下是我们对第一年VR的部分看法。
3,Oculus：47%移动VR用户喜欢无交互体验,Oculus VR的制片人拉德·斯托萨夫耶维奇表示，大约一半（47%）的移动端VR用户都更加喜欢没有交互的VR体验。这其中每个VR应用都只会给出最基本的头部移动交互。更加被动式的VR应用、视频播放器和360度编辑器，比如博物馆这种旅游、学习的应用，得到了用户的好评。不过在GDC大会上，斯托萨夫耶维奇也表示：“不能忽略的是。在未来更毒的人会喜欢互动式的体验”。
3,市场趋势?VR游戏是否该以轻度游戏为主,即便是那些对VR略窥皮毛的跟风者，大概也听过其“重度体验”的梦幻魅力，去年年底时亮相的PSVR将这个概念推向了顶峰，一部分人开始认为——3A级的虚拟现实体验正在慢慢成为主流。然而，与众多厂商入驻VR领域的风头相反，VR方向的重度体验实际上还没能走出什么名堂。
3,UE4游戏引擎新模式:在VR中创作VR游戏,Unreal引擎开发商Epic Games在GDC上展示了其VR编辑器的最新功能，新版本中，开发者可以利用完整的编辑工具集结合可交互模型，在VR环境中设计VR应用的建筑模型。官方表示新版本目标在今年4月17日发布。
3,2016年VR头戴设备出货量超过3000万台,016年推出的一系列新的VR平台竞相争夺消费者、开发者和企业的关注。Strategy Analytics发布的最新研究报告《2016年VR头戴设备平台市场份额》估算，2016年VR头戴设备出货量超过3000万，在不断碎片化的市场中被六大主要VR平台瓜分。
3,Sketchfab:2017第一季度VR行业趋势报告,Sketchfab发布了一份VR行业趋势报告。这个趋势报告提供了对虚拟现实行业2017年第一季度状态的全面概述。它是基于Sketchfab平台（有70多万名贡献者和超过100万个可在VR中查看的场景）的真实数据，以及Sketchfab最近的VR调查。该报告详述了行业内观察到的趋势，特别是与内容，VR硬件和VR未来相关的信息。
3,Magic Leap创意总监:MR将推动游戏变革,Magic Leap的创意总监兼游戏、应用和创意体验的高级副总监表示：“《超级马里奥64》的诞生改变了游戏行业。”迪瓦恩指出，行业利用3D图形来开发游戏已经有一段时间，但开发者认为市场并不会理解游戏的关卡设计。他说：“游戏设计自那以后便没有任何的改变。世界已经变得更加美丽，但游戏这个词仍然位于玻璃的另一边。混合现实的任务是再次推动游戏设计向前发展。”
3,PS VR上市四个月销量近百万 远超预期,"相信很多人都有这样的感受，VR行业近期处于低潮，没能达到当初的预期。但索尼新近公布的销量数据或许能让你对行业状况的看法有所改观。在接受纽约时报采访时，索尼互动娱乐全球总裁Andrew House对外界透露了PlaySation VR的销量——截止2月19日，上市大概4个月后，一共卖了915,000台。"
3,让用户身临其境 VR+电竞将成未来新趋势,虽然还处于幼儿期，但是VR已经改变了玩家看待互动娱乐的方式，并开始扩张到电子竞技领域。英国市场研究机构Juniper Research近期的一份研究预测，到2020年时，VR带来的游戏收入将会达到90亿美元。《生化危机7》是第一款可以完全使用VR模式体验的AAA级游戏，而据卡普空提供的数据，共计有9.7%的玩家选择使用这种模式玩游戏。《生化危机7》或许还不算是竞技类游戏，但至少体现了有这么多的粉丝愿意在VR设备上进行投入这一好迹象。
3,[龙与地下城]VR团队分享VR游戏开发经验,你好！我是Experiment 7的产品经理Coray Seifert。过去的4年里，我一直在以各种不同的身份致力于VR游戏的开发，先后在Impeller工作室、Autodesk的AR/VR团队工作，最有意义的是最后来到Experiment 7与各位好友共事。我犯过不少可怕的错误，它们至今都是我的梦魇。我想在此跟你们分享其中一部分经历。
3,Steam目前仅30款VR应用营收超25万美元,在最近的新闻发布会上，Valve表示Steam平台上只有三十款VR应用的营收超过25万美元。Valve目前正在重金押宝VR，其执行总监加布·纽维尔对VR的未来十分乐观，但他也毫不避讳对外公布这一年轻行业中的事实.
3,2016中国VR头盔销量30万套 占总份额15%,虚拟现实（VR）在中国和全球市场开始升温，许多山寨企业也推出了所谓的VR头盔。日前，研究机构推出了去年中国VR头盔市场的排名，HTC名列第一。据台湾电子时报网站引述市调公司Canalys的数据称，去年，中国市场销售的虚拟现实头盔一共为30万套，中国成为全球第二大市场，全球份额为15%。
3,VR小报系列沙龙第二期:VR射击游戏闭门分享专场,速途网络(证券代码:837625)旗下VR事业部自2016年4月7日成立至今，以“VR小报”为品牌报道了大量VR行业内容，自2017年我们将结合“VR小报线下沙龙”的形式，来聚集更多的VR创业团队、CP、投资人及关注VR行业的业内人士。
3,高价VR头盔短期内难以流行 发展不及预期,外媒评论称，虚拟现实技术虽然被广泛看好，但价格昂贵的虚拟现实头盔却没有进入发展的快车道，这些开发商要想获得回报，可能还需要等待更长时间。霍尔表示：“虚拟现实的未来非常光明，但是短期内我们还没有看到我们的位置。对我们而言，投资回报还不够。”
3,HTC Vive成中国市占率最高的VR头戴设备,据市场调研公司的数据，HTC Vive在2016年似乎过得还不错，拿下了中国市场VR头戴市占第一的位置。提供数据的是Canalys，该报告中总共列了中国市场的市占前5名，以及others。
3,VR依旧前路漫漫 开发者生存环境并不乐观,虚拟现实仍代表着未来，但这个未来的出现或许没有我们想象中的快。根据统计，PSVR上的VR内容只有不足100款（国区玩家只有20多款）。如果索尼不加快节奏，主机VR的普及将会不可避免地放缓。对索尼来说这是一个坏消息，他们需要更多的内容以吸引和留住用户。另外，VR游戏开发者的生存环境并不乐观，这或许会导致他们迅速远离VR。
3,山寨VR调查：资本宠儿沦为10元电子垃圾,目前国内市场上9成以上的消费者，购买的都是不足百元的VR盒子，而这些盒子几乎都产自华强北的小工厂，其成本价最低在10元左右。甚至有一些创业公司的“品牌”VR盒子，也是直接从这些厂家订购直接贴牌。由此，寻找中国创客探访了多家VR盒子生产工厂，揭开了一个廉价VR头显设备的隐秘江湖，其中有残酷的低价竞争，也有毫无顾忌的粗暴抄袭；有工厂薄利多销背后的无奈，也有供应链的不屑与贪婪。在VR行业仍旧处于寒冬的情况下，过度泛滥的劣质山寨头盔，毫无疑问将对VR技术在消费领域的未来产生负面影响。
3,融资14亿美元:Magic Leap短期做不出产品,自2014年夏季以来，Magic Leap获得了惊人的14亿美元融资，但最近该公司的负面消息不断，一张被泄露的照片显示，Magic Leap的技术与其CEO所描述的相差很远，还有消息称，该公司高层出现了内讧，为了应付投资者压力而仓促做了创意原型。长期关注AR的分析师Richard Windsor称，Magic Leap想要做出真正的消费者AR产品还差很远。
3,宫本茂:VR游戏问题太多 依旧任重而道远,尽管VR是当前最前沿和火热的科技产业之一，无数游戏厂商也将它描述为游戏未来或者新形态，但《马里奥》和《塞尔达传说》系列的缔造者，日本任天堂公司的著名游戏设计师宫本茂并不看好VR在游戏行业的应用。在接受《时代》杂志采访时，宫本茂表达了自己对于虚拟现实的忧虑和疑问。
3,2016年VR投资金额破23亿美元 同比涨3倍,最近，投资分析公司Digi-Capital发布了最新的2016年VR行业并购报告，该公司表示，2016年AR和VR领域的投资达到了23亿美元记录，是2015年7亿美元的三倍多，12个月同比增长300%，高于任何其他领域的投资增幅。在整体增长和规模方面，VR去年的表现差强人意，所以，虽然短期表现不利，但投资者们很明显看好长线发展，2017年对于VR/AR来说是非常重要的，机会与挑战并存。
3,用户太少 Facebook关闭200家VR体验店,要想见识VR技术的威力，试玩是最好的途径，因为沉浸感到底是什么语言可表述不清。不过，花大力气在VR上的Facebook对试玩这种方式好像有些打退堂鼓了。据悉，本周三Facebook关闭了它们全美500家Oculus Rift体验站中的200个，理由是“季节性调整”。
3,小岛秀夫:目前打造一款大作需耗时三年,当被问及他是否觉得两到三个小时的游戏能够让人印象深刻、得到满足时，小岛给予了肯定的回答：“目前，要打造大范围游戏必须要花费3年以上，让玩家的游戏时间超过100小时。但是我觉得游戏会朝着章节制的方向发展，以体量更小但是稳定的节奏推出。”
3,三星：英国VR市场2020年将达3.54亿欧元,三星预测，英国VR市场到2020年将增长390% ，达3亿5430欧元，英国的VR市场预计将从4640万欧元增长到2020年的3亿5430万欧元。
3,2016年VR产值达18亿美元 总销量630万台,VR在2016年经历了过山车一般的走势，经过一年的起伏，业内对于VR产业的发展情况也进行了相应的梳理。日前有关VR产业的数据报告出炉，数据显示在2016年VR的市场总产值为18亿美元，总销量为630万台。
3,VR除了玩游戏之外 还能治疗心理疾病,虽然人们对于“VR（虚拟现实）技术”已经感觉不再陌生，但大多数人的印象还停留在它可以提升游戏和娱乐体验上。事实上，VR技术有着隐形的、更强大的力量，足以改变人类的思想与行为。不久前，坐落在硅谷中心的斯坦福虚拟现实与人类交互（VHIL）实验室，开始着手研究VR技术是否能够改变人类的思想与行为。令研究者们最感兴趣的是，如果“虚拟现实”有能力改变人类的认知，那将如何改变？
